Survey_Date,Age,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range,
6/7/2025,50,Male,Oceania,Technology,Customer Service Manager,Hybrid,37,Anxiety,Medium,3,None,2,$60K-80K,
6/7/2025,59,Male,South America,Technology,Social Media Manager,Hybrid,40,Anxiety,Medium,2,Back Pain; Wrist Pain,3,$100K-120K,
6/7/2025,47,Male,South America,Professional Services,Quality Assurance,Hybrid,63,None,Medium,2,Shoulder Pain,1,$60K-80K,
6/7/2025,54,Male,Asia,Professional Services,Digital Marketing Specialist,Remote,50,Anxiety,High,4,Shoulder Pain,4,$120K+,
6/7/2025,25,Female,Europe,Manufacturing,Customer Service Manager,Onsite,35,Burnout,Medium,3,Back Pain,1,$80K-100K,
6/7/2025,38,Male,South America,Professional Services,Customer Service Manager,Onsite,35,Stress Disorder,High,2,Back Pain; Shoulder Pain; Neck Pain,4,$40K-60K,
6/7/2025,23,Male,Oceania,Technology,Data Scientist,Remote,51,ADHD,Medium,2,Back Pain; Shoulder Pain,5,$120K+,
6/7/2025,50,Female,South America,Finance,Financial Analyst,Hybrid,60,None,High,1,Back Pain; Shoulder Pain,3,$40K-60K,
6/7/2025,40,Male,Africa,Professional Services,Digital Marketing Specialist,Onsite,37,Depression,High,4,Back Pain; Shoulder Pain,5,$40K-60K,
6/7/2025,22,Male,Oceania,Professional Services,Operations Manager,Onsite,46,Anxiety,High,4,Back Pain; Neck Pain; Wrist Pain,4,$60K-80K,
6/7/2025,36,Female,South America,Marketing,Sales Representative,Onsite,55,Anxiety,Medium,3,Back Pain,1,$80K-100K,
6/7/2025,65,Female,Oceania,Professional Services,Social Media Manager,Hybrid,52,ADHD,Medium,3,Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,2,$80K-100K,
6/7/2025,53,Male,Asia,Technology,Consultant,Onsite,64,PTSD,Medium,3,Shoulder Pain; Neck Pain,3,$100K-120K,
6/7/2025,32,Female,North America,Manufacturing,Software Engineer,Hybrid,52,PTSD,Medium,4,Back Pain; Eye Strain; Neck Pain,3,$80K-100K,
6/7/2025,49,Male,Europe,Finance,Marketing Specialist,Onsite,50,PTSD,High,3,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K,
6/7/2025,64,Female,South America,Technology,Consultant,Remote,37,Anxiety,High,4,Back Pain; Shoulder Pain,3,$60K-80K,
6/7/2025,48,Female,Asia,Technology,Digital Marketing Specialist,Onsite,37,Depression,Medium,3,Shoulder Pain,3,$120K+,
6/7/2025,35,Male,Asia,Professional Services,Digital Marketing Specialist,Onsite,56,Stress Disorder,Medium,3,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K,
6/7/2025,64,Female,Asia,Finance,Project Manager,Hybrid,43,Anxiety,Medium,1,Back Pain; Wrist Pain,1,$120K+,
6/7/2025,43,Female,North America,Finance,Business Analyst,Onsite,53,PTSD,Medium,5,Back Pain; Shoulder Pain,2,$80K-100K,
6/7/2025,46,Female,North America,Retail,Operations Manager,Onsite,52,Stress Disorder,Medium,2,Shoulder Pain; Eye Strain,1,$100K-120K,
6/7/2025,41,Female,Asia,Manufacturing,Account Manager,Hybrid,46,Burnout,Medium,2,Shoulder Pain,2,$80K-100K,
6/7/2025,23,Female,North America,Education,Operations Manager,Onsite,35,Depression,Medium,3,Shoulder Pain; Eye Strain; Wrist Pain,2,$60K-80K,
6/7/2025,59,Female,Africa,Professional Services,Social Media Manager,Onsite,36,None,Medium,3,Back Pain; Eye Strain,2,$60K-80K,
6/7/2025,51,Female,Africa,Technology,Quality Assurance,Remote,39,Stress Disorder,Medium,4,Back Pain,1,$40K-60K,
6/7/2025,41,Male,Oceania,Technology,Content Writer,Remote,63,PTSD,Medium,3,Back Pain; Eye Strain,3,$80K-100K,
6/7/2025,43,Female,South America,Technology,Software Engineer,Remote,52,ADHD,Medium,2,Back Pain; Neck Pain,3,$80K-100K,
6/7/2025,60,Male,Oceania,Education,Technical Writer,Onsite,51,None,Low,3,Back Pain; Eye Strain,3,$60K-80K,
6/7/2025,43,Prefer not to say,Africa,Marketing,Content Writer,Hybrid,46,Burnout,Medium,2,Shoulder Pain; Eye Strain,3,$120K+,
6/7/2025,53,Male,Oceania,Manufacturing,Quality Assurance,Onsite,56,None,Low,2,Wrist Pain,3,$100K-120K,
6/7/2025,46,Male,Africa,Professional Services,DevOps Engineer,Onsite,60,Depression,Low,3,Eye Strain,2,$80K-100K,
6/7/2025,22,Male,Asia,Education,Sales Representative,Hybrid,38,PTSD,High,4,Eye Strain; Wrist Pain,3,$60K-80K,
6/7/2025,64,Female,Africa,Retail,Operations Manager,Onsite,48,Depression,Low,4,Back Pain; Eye Strain; Wrist Pain,3,$80K-100K,
6/7/2025,50,Female,South America,Education,UX Designer,Onsite,57,PTSD,Low,1,Back Pain; Shoulder Pain; Neck Pain,1,$60K-80K,
6/7/2025,34,Male,Africa,Professional Services,DevOps Engineer,Hybrid,57,None,Low,2,None,3,$80K-100K,
6/7/2025,50,Female,Africa,Professional Services,Business Analyst,Onsite,57,PTSD,Medium,3,Back Pain; Eye Strain,2,$100K-120K,
6/7/2025,63,Female,South America,Professional Services,Quality Assurance,Onsite,40,Anxiety,Medium,5,Shoulder Pain; Eye Strain; Neck Pain,1,$80K-100K,
6/7/2025,61,Female,North America,Technology,Customer Service Manager,Hybrid,47,ADHD,Medium,3,Shoulder Pain; Eye Strain,3,$60K-80K,
6/7/2025,46,Female,North America,Manufacturing,Content Writer,Hybrid,35,ADHD,Low,5,Shoulder Pain; Wrist Pain,3,$60K-80K,
6/7/2025,60,Female,Africa,Finance,Data Scientist,Onsite,44,None,Medium,4,Shoulder Pain; Eye Strain,3,$80K-100K,
6/7/2025,59,Female,Oceania,Retail,Financial Analyst,Hybrid,62,ADHD,Medium,1,Shoulder Pain; Eye Strain; Wrist Pain,2,$40K-60K,
6/7/2025,48,Female,Europe,Professional Services,Product Manager,Hybrid,42,Stress Disorder,Low,1,Shoulder Pain; Eye Strain; Wrist Pain,1,$100K-120K,
6/7/2025,37,Female,Oceania,Professional Services,Financial Analyst,Onsite,57,Stress Disorder,Medium,3,Back Pain; Eye Strain,2,$80K-100K,
6/7/2025,36,Male,South America,Technology,Consultant,Hybrid,35,Anxiety,Medium,2,Back Pain; Eye Strain,3,$40K-60K,
6/7/2025,52,Female,South America,Technology,Data Analyst,Remote,43,None,High,3,Shoulder Pain,3,$60K-80K,
6/7/2025,48,Female,South America,Technology,Data Scientist,Hybrid,49,Anxiety,High,3,None,4,$80K-100K,
6/7/2025,57,Female,South America,Professional Services,Data Scientist,Remote,49,PTSD,Low,2,Back Pain,1,$100K-120K,
6/7/2025,32,Female,Africa,Professional Services,Executive Assistant,Remote,55,Burnout,High,1,Eye Strain,5,$40K-60K,
6/7/2025,51,Female,Africa,Healthcare,Financial Analyst,Hybrid,46,Stress Disorder,Medium,2,Back Pain; Shoulder Pain,4,$60K-80K,
6/7/2025,45,Male,Oceania,Customer Service,IT Support,Remote,60,Depression,High,1,Back Pain; Shoulder Pain; Wrist Pain,5,$60K-80K,
6/7/2025,65,Prefer not to say,Africa,Professional Services,Digital Marketing Specialist,Onsite,35,Stress Disorder,Low,3,Shoulder Pain,5,$100K-120K,
6/7/2025,46,Female,Africa,Manufacturing,Research Scientist,Onsite,59,PTSD,Medium,3,Shoulder Pain,3,$80K-100K,
6/7/2025,51,Male,South America,Professional Services,Digital Marketing Specialist,Hybrid,59,PTSD,High,4,Shoulder Pain,3,$60K-80K,
6/7/2025,48,Male,Oceania,Manufacturing,Marketing Specialist,Onsite,46,None,Medium,2,Shoulder Pain,2,$80K-100K,
6/7/2025,63,Female,South America,Healthcare,DevOps Engineer,Hybrid,56,Stress Disorder,Low,2,Shoulder Pain,3,$100K-120K,
6/7/2025,55,Female,Africa,Professional Services,Research Scientist,Hybrid,50,Stress Disorder,Medium,4,Back Pain; Shoulder Pain,1,$60K-80K,
6/7/2025,59,Male,Africa,Professional Services,Social Media Manager,Hybrid,64,PTSD,Medium,4,Back Pain; Shoulder Pain; Eye Strain,1,$80K-100K,
6/7/2025,33,Male,North America,Manufacturing,Business Analyst,Onsite,53,Depression,Low,2,Back Pain; Shoulder Pain; Neck Pain,2,$80K-100K,
6/7/2025,23,Female,South America,Professional Services,IT Support,Onsite,61,Depression,Low,3,Shoulder Pain; Wrist Pain,1,$100K-120K,
6/7/2025,54,Female,North America,Professional Services,Research Scientist,Onsite,59,None,High,5,None,3,$40K-60K,
6/7/2025,56,Male,South America,Marketing,Quality Assurance,Onsite,50,PTSD,Low,4,Back Pain,1,$80K-100K,
6/7/2025,32,Female,South America,Technology,HR Manager,Hybrid,35,Anxiety,High,2,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/7/2025,60,Male,Europe,Technology,Marketing Specialist,Hybrid,36,Stress Disorder,Medium,3,Neck Pain,2,$80K-100K,
6/7/2025,25,Male,North America,Professional Services,HR Manager,Onsite,62,Depression,Medium,3,Back Pain; Eye Strain,2,$80K-100K,
6/7/2025,29,Male,South America,Professional Services,Digital Marketing Specialist,Onsite,40,Stress Disorder,Medium,3,None,2,$100K-120K,
6/7/2025,23,Male,North America,Technology,Product Manager,Hybrid,46,None,Medium,5,Back Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/7/2025,47,Male,Africa,Professional Services,Data Analyst,Onsite,36,Burnout,High,2,Back Pain; Eye Strain; Neck Pain,1,$60K-80K,
6/7/2025,45,Female,Asia,Finance,Customer Service Manager,Onsite,57,None,Medium,2,Back Pain; Shoulder Pain; Wrist Pain,1,$80K-100K,
6/7/2025,43,Male,Oceania,Manufacturing,Product Manager,Hybrid,62,ADHD,Low,2,Back Pain; Eye Strain,3,$120K+,
6/7/2025,46,Male,Africa,Customer Service,UX Designer,Onsite,36,Anxiety,High,1,Eye Strain; Neck Pain,2,$60K-80K,
6/7/2025,50,Male,Asia,Professional Services,Financial Analyst,Remote,55,PTSD,Low,1,Shoulder Pain; Eye Strain,3,$80K-100K,
6/7/2025,48,Female,North America,Professional Services,Financial Analyst,Remote,55,None,High,5,Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K,
6/7/2025,45,Female,North America,Professional Services,Technical Writer,Onsite,43,None,Medium,4,Back Pain; Neck Pain,3,$60K-80K,
6/7/2025,57,Female,North America,Education,Software Engineer,Hybrid,44,Anxiety,Low,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K,
6/7/2025,48,Female,Asia,Retail,Financial Analyst,Onsite,65,Burnout,Low,3,None,3,$60K-80K,
6/7/2025,34,Male,South America,Education,DevOps Engineer,Hybrid,38,Burnout,High,1,Eye Strain,4,$40K-60K,
6/7/2025,28,Female,South America,Marketing,Account Manager,Onsite,63,Stress Disorder,Low,3,Wrist Pain,2,$100K-120K,
6/7/2025,24,Male,Asia,Retail,Executive Assistant,Hybrid,60,None,High,2,Eye Strain; Neck Pain,1,$80K-100K,
6/7/2025,63,Male,Oceania,Education,Quality Assurance,Remote,40,PTSD,Medium,3,Shoulder Pain,4,$60K-80K,
6/7/2025,64,Non-binary,Africa,Education,Project Manager,Onsite,51,Depression,High,3,Back Pain; Eye Strain,1,$80K-100K,
6/7/2025,25,Male,Asia,Manufacturing,Account Manager,Onsite,43,PTSD,Medium,4,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K,
6/7/2025,61,Male,Europe,Professional Services,Digital Marketing Specialist,Hybrid,65,None,Low,4,Back Pain; Shoulder Pain,3,$80K-100K,
6/7/2025,43,Male,Asia,Retail,Customer Service Manager,Onsite,38,Burnout,Medium,2,Back Pain,1,$80K-100K,
6/7/2025,30,Male,Oceania,Professional Services,Quality Assurance,Hybrid,41,Burnout,Low,4,Eye Strain,3,$80K-100K,
6/7/2025,26,Female,Europe,Marketing,Digital Marketing Specialist,Hybrid,58,Anxiety,Low,4,Wrist Pain,3,$100K-120K,
6/7/2025,27,Male,North America,Healthcare,Software Engineer,Hybrid,56,Depression,High,1,Neck Pain,4,$80K-100K,
6/7/2025,60,Female,Asia,Manufacturing,HR Manager,Onsite,37,None,High,5,Shoulder Pain,2,$60K-80K,
6/7/2025,34,Female,Africa,Professional Services,Marketing Specialist,Onsite,48,Burnout,Medium,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K,
6/7/2025,33,Male,Europe,Finance,Data Scientist,Hybrid,56,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$100K-120K,
6/7/2025,56,Female,Africa,Technology,Data Scientist,Onsite,54,Depression,Low,3,Neck Pain,3,$120K+,
6/7/2025,36,Male,Europe,Healthcare,Consultant,Onsite,38,ADHD,High,2,Back Pain; Eye Strain,2,$40K-60K,
6/7/2025,29,Female,Oceania,Healthcare,DevOps Engineer,Remote,40,None,Medium,1,Back Pain; Shoulder Pain; Eye Strain,2,$80K-100K,
6/7/2025,57,Female,Asia,Finance,Technical Writer,Onsite,58,None,Medium,4,Back Pain; Shoulder Pain,3,$80K-100K,
6/7/2025,52,Male,Oceania,Technology,Customer Service Manager,Remote,59,None,Medium,2,Neck Pain,3,$100K-120K,
6/7/2025,47,Female,Europe,Marketing,Consultant,Onsite,47,Stress Disorder,Low,2,Back Pain,2,$40K-60K,
6/7/2025,24,Male,North America,Manufacturing,Software Engineer,Onsite,47,None,Medium,4,Back Pain; Shoulder Pain,2,$100K-120K,
6/7/2025,35,Male,Europe,Manufacturing,UX Designer,Hybrid,50,ADHD,Low,3,Back Pain,3,$100K-120K,
6/7/2025,31,Male,North America,Finance,IT Support,Onsite,63,Depression,Medium,1,Shoulder Pain; Eye Strain,3,$80K-100K,
6/7/2025,46,Male,Asia,Professional Services,UX Designer,Onsite,53,None,Medium,5,Back Pain; Eye Strain,4,$80K-100K,
6/7/2025,59,Prefer not to say,Europe,Manufacturing,Business Analyst,Hybrid,40,Burnout,High,1,Shoulder Pain; Eye Strain; Neck Pain,1,$80K-100K,
6/7/2025,51,Male,North America,Professional Services,Data Analyst,Hybrid,45,Anxiety,High,4,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K,
6/7/2025,44,Male,Africa,Professional Services,Data Analyst,Hybrid,47,Burnout,Medium,3,Shoulder Pain; Eye Strain,3,$80K-100K,
6/7/2025,49,Male,Africa,Finance,Marketing Specialist,Onsite,51,None,Medium,1,Neck Pain,1,$40K-60K,
6/7/2025,27,Female,Oceania,Professional Services,Operations Manager,Hybrid,46,None,Medium,3,Shoulder Pain; Wrist Pain,3,$60K-80K,
6/7/2025,25,Female,North America,Professional Services,Data Scientist,Hybrid,43,Stress Disorder,Medium,4,Back Pain; Neck Pain,2,$80K-100K,
6/7/2025,38,Female,South America,Marketing,HR Manager,Onsite,57,None,High,2,None,2,$60K-80K,
6/7/2025,54,Female,Asia,Professional Services,Research Scientist,Onsite,50,Anxiety,Low,2,Back Pain,2,$60K-80K,
6/7/2025,62,Female,South America,Marketing,Operations Manager,Onsite,37,Stress Disorder,High,2,Back Pain; Neck Pain,3,$80K-100K,
6/7/2025,57,Male,North America,Finance,Research Scientist,Onsite,52,None,Low,3,None,3,$60K-80K,
6/7/2025,43,Male,Europe,Technology,Financial Analyst,Remote,45,None,High,4,Shoulder Pain; Eye Strain,4,$120K+,
6/7/2025,65,Male,South America,Technology,IT Support,Hybrid,61,None,Medium,3,Eye Strain; Neck Pain,3,$40K-60K,
6/7/2025,53,Male,Oceania,Technology,Sales Representative,Hybrid,53,Anxiety,High,3,Back Pain,4,$80K-100K,
6/7/2025,46,Male,Africa,Manufacturing,Business Analyst,Remote,50,None,Medium,3,Neck Pain; Wrist Pain,5,$80K-100K,
6/7/2025,43,Female,Oceania,Professional Services,Account Manager,Onsite,56,Depression,High,3,Shoulder Pain,4,$120K+,
6/7/2025,31,Male,Oceania,Technology,Sales Representative,Remote,47,None,High,3,Back Pain; Shoulder Pain; Neck Pain,4,$80K-100K,
6/7/2025,58,Male,Europe,Manufacturing,Executive Assistant,Hybrid,62,PTSD,Medium,4,Shoulder Pain,3,$40K-60K,
6/7/2025,54,Male,Asia,Retail,Technical Writer,Onsite,50,None,Low,5,Shoulder Pain; Neck Pain,2,$80K-100K,
6/7/2025,54,Male,Oceania,Professional Services,Sales Representative,Hybrid,58,PTSD,Medium,2,None,4,$60K-80K,
6/7/2025,31,Male,Asia,Manufacturing,Project Manager,Remote,37,Burnout,Medium,2,Back Pain,4,$40K-60K,
6/7/2025,25,Female,Asia,Manufacturing,Social Media Manager,Onsite,49,Stress Disorder,High,4,Shoulder Pain; Eye Strain,5,$80K-100K,
6/7/2025,31,Male,North America,Marketing,Project Manager,Remote,57,PTSD,High,2,Back Pain; Eye Strain,4,$80K-100K,
6/7/2025,57,Female,Africa,Technology,Consultant,Hybrid,61,Anxiety,Medium,3,Eye Strain,1,$100K-120K,
6/7/2025,31,Female,Europe,Technology,DevOps Engineer,Hybrid,39,None,Medium,3,Back Pain; Eye Strain; Wrist Pain,4,$100K-120K,
6/7/2025,35,Female,Europe,Technology,HR Manager,Hybrid,35,Burnout,Medium,1,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K,
6/7/2025,63,Male,Asia,Finance,Technical Writer,Remote,36,None,Medium,1,Shoulder Pain; Eye Strain,5,$80K-100K,
6/7/2025,60,Male,Oceania,Professional Services,Data Analyst,Remote,47,Depression,Medium,1,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,4,$40K-60K,
6/7/2025,58,Female,Africa,Education,Digital Marketing Specialist,Hybrid,56,Stress Disorder,High,3,Back Pain; Eye Strain,2,$120K+,
6/7/2025,58,Female,South America,Professional Services,Content Writer,Remote,45,Anxiety,High,4,Back Pain,5,$40K-60K,
6/7/2025,59,Male,Europe,Professional Services,Sales Representative,Onsite,55,Stress Disorder,High,1,Shoulder Pain; Eye Strain; Neck Pain,1,$80K-100K,
6/7/2025,50,Female,Africa,Customer Service,Content Writer,Onsite,44,None,Medium,3,Shoulder Pain; Eye Strain,2,$80K-100K,
6/7/2025,25,Male,North America,Healthcare,IT Support,Onsite,51,Stress Disorder,High,3,Back Pain,2,$60K-80K,
6/7/2025,62,Female,Europe,Technology,Software Engineer,Hybrid,37,None,High,3,Shoulder Pain; Eye Strain; Wrist Pain,2,$60K-80K,
6/7/2025,63,Male,Asia,Technology,Executive Assistant,Hybrid,58,PTSD,Medium,2,Eye Strain; Neck Pain; Wrist Pain,3,$80K-100K,
6/7/2025,60,Female,Oceania,Technology,Product Manager,Onsite,43,PTSD,Medium,1,None,3,$100K-120K,
6/7/2025,50,Female,Africa,Education,IT Support,Onsite,56,Stress Disorder,High,3,Back Pain,5,$80K-100K,
6/7/2025,30,Male,Africa,Technology,Data Analyst,Remote,46,ADHD,Medium,1,Back Pain; Shoulder Pain; Eye Strain,4,$40K-60K,
6/8/2025,35,Male,Europe,Manufacturing,Consultant,Onsite,46,Depression,High,3,Neck Pain,4,$40K-60K,
6/8/2025,37,Female,Europe,Retail,DevOps Engineer,Onsite,49,None,High,3,Back Pain; Eye Strain,2,$80K-100K,
6/8/2025,61,Male,South America,Finance,Quality Assurance,Hybrid,55,Burnout,Low,3,None,4,$80K-100K,
6/8/2025,26,Female,Africa,Professional Services,Marketing Specialist,Hybrid,61,None,Medium,1,Shoulder Pain; Neck Pain; Wrist Pain,2,$40K-60K,
6/8/2025,41,Male,Africa,Education,Executive Assistant,Hybrid,49,Depression,Medium,4,Back Pain; Eye Strain,4,$60K-80K,
6/8/2025,47,Male,Oceania,Professional Services,UX Designer,Onsite,50,ADHD,Low,3,Shoulder Pain; Eye Strain,2,$80K-100K,
6/8/2025,41,Female,Europe,Professional Services,Sales Representative,Onsite,52,Depression,Medium,3,Back Pain; Neck Pain,1,$60K-80K,
6/8/2025,64,Male,South America,Technology,Quality Assurance,Remote,44,None,Medium,5,Back Pain,3,$40K-60K,
6/8/2025,44,Female,Africa,Manufacturing,Consultant,Remote,58,Burnout,Medium,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/8/2025,63,Female,Asia,Professional Services,UX Designer,Hybrid,45,None,Medium,3,Eye Strain; Wrist Pain,2,$80K-100K,
6/8/2025,23,Female,North America,Healthcare,Content Writer,Hybrid,49,PTSD,High,1,Back Pain,2,$80K-100K,
6/8/2025,57,Male,South America,Retail,Social Media Manager,Hybrid,47,Depression,Medium,1,Back Pain; Shoulder Pain; Wrist Pain,2,$80K-100K,
6/8/2025,26,Male,Africa,Healthcare,Project Manager,Hybrid,47,None,High,2,Back Pain,2,$40K-60K,
6/8/2025,42,Female,North America,Professional Services,Software Engineer,Onsite,35,Depression,Low,3,Back Pain; Shoulder Pain,1,$60K-80K,
6/8/2025,29,Female,Europe,Professional Services,Data Analyst,Onsite,48,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K,
6/8/2025,59,Female,Africa,Retail,Quality Assurance,Onsite,37,Anxiety,Low,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K,
6/8/2025,48,Male,South America,Professional Services,DevOps Engineer,Onsite,63,Depression,Medium,5,Eye Strain,2,$100K-120K,
6/8/2025,25,Male,Europe,Technology,Social Media Manager,Hybrid,53,Anxiety,High,2,Eye Strain,2,$60K-80K,
6/8/2025,61,Male,North America,Healthcare,Operations Manager,Onsite,64,None,Low,2,Shoulder Pain; Eye Strain,2,$60K-80K,
6/8/2025,63,Female,Asia,Finance,Project Manager,Hybrid,55,ADHD,High,1,None,4,$80K-100K,
6/8/2025,58,Male,Africa,Finance,Operations Manager,Hybrid,44,None,High,3,Back Pain; Shoulder Pain,2,$80K-100K,
6/8/2025,53,Female,Africa,Retail,Financial Analyst,Hybrid,60,None,High,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$80K-100K,
6/8/2025,34,Female,Oceania,Technology,Sales Representative,Onsite,61,PTSD,Low,5,Eye Strain,2,$40K-60K,
6/8/2025,63,Male,Europe,Technology,Research Scientist,Hybrid,38,Depression,High,1,Shoulder Pain; Wrist Pain,2,$60K-80K,
6/8/2025,25,Male,North America,Healthcare,Business Analyst,Hybrid,47,Depression,Medium,4,Back Pain; Eye Strain; Neck Pain,3,$100K-120K,
6/8/2025,41,Male,Asia,Professional Services,Business Analyst,Onsite,35,Burnout,Medium,3,None,1,$100K-120K,
6/8/2025,36,Male,Asia,Marketing,DevOps Engineer,Onsite,35,None,Medium,3,Shoulder Pain,5,$100K-120K,
6/8/2025,22,Female,South America,Technology,Project Manager,Remote,54,None,Medium,1,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$80K-100K,
6/8/2025,23,Male,Oceania,Education,Content Writer,Hybrid,45,None,Medium,3,Back Pain; Shoulder Pain; Wrist Pain,5,$80K-100K,
6/8/2025,42,Male,Oceania,Professional Services,Executive Assistant,Hybrid,46,None,Medium,3,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K,
6/8/2025,59,Male,Europe,Education,Business Analyst,Onsite,45,ADHD,Medium,4,Neck Pain,2,$100K-120K,
6/8/2025,29,Female,North America,Technology,Executive Assistant,Hybrid,45,Anxiety,High,4,Back Pain; Eye Strain,1,$100K-120K,
6/8/2025,30,Male,Africa,Technology,Software Engineer,Hybrid,37,Anxiety,High,2,Back Pain; Shoulder Pain,3,$60K-80K,
6/8/2025,34,Female,Africa,Retail,Social Media Manager,Onsite,40,None,High,3,Back Pain; Neck Pain,5,$80K-100K,
6/8/2025,24,Male,Oceania,Technology,HR Manager,Remote,62,Stress Disorder,High,1,Back Pain; Neck Pain; Wrist Pain,3,$60K-80K,
6/8/2025,55,Female,South America,Marketing,Executive Assistant,Onsite,44,None,Medium,2,Eye Strain; Wrist Pain,3,$60K-80K,
6/8/2025,62,Male,Europe,Marketing,Social Media Manager,Onsite,38,Anxiety,Medium,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$80K-100K,
6/8/2025,34,Female,Oceania,Finance,UX Designer,Onsite,61,ADHD,Low,4,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K,
6/8/2025,65,Male,Africa,Technology,Consultant,Hybrid,47,PTSD,Medium,3,None,3,$40K-60K,
6/8/2025,30,Male,North America,Technology,Customer Service Manager,Remote,45,None,Medium,5,Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K,
6/8/2025,50,Male,Oceania,Healthcare,Account Manager,Onsite,57,ADHD,Low,1,None,1,$120K+,
6/8/2025,36,Male,Oceania,Professional Services,UX Designer,Remote,54,Stress Disorder,High,3,Back Pain,3,$60K-80K,
6/8/2025,26,Male,Oceania,Technology,IT Support,Hybrid,61,Depression,High,3,Back Pain; Eye Strain,3,$40K-60K,
6/8/2025,48,Female,North America,Customer Service,Content Writer,Onsite,56,PTSD,Medium,1,Shoulder Pain,1,$60K-80K,
6/8/2025,56,Male,Asia,Marketing,Digital Marketing Specialist,Onsite,61,Stress Disorder,Medium,3,Eye Strain; Neck Pain,2,$80K-100K,
6/8/2025,49,Male,South America,Education,HR Manager,Onsite,44,PTSD,Medium,3,Shoulder Pain; Neck Pain,2,$40K-60K,
6/8/2025,23,Male,South America,Finance,Financial Analyst,Remote,39,None,Low,3,Eye Strain; Wrist Pain,5,$120K+,
6/8/2025,34,Female,Oceania,Professional Services,Financial Analyst,Onsite,48,None,Low,1,Shoulder Pain,1,$100K-120K,
6/8/2025,30,Female,Oceania,Technology,Consultant,Onsite,46,Depression,High,4,None,1,$120K+,
6/8/2025,41,Male,Africa,Education,Project Manager,Onsite,44,PTSD,Medium,4,Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,1,$100K-120K,
6/8/2025,65,Male,Asia,Manufacturing,Content Writer,Hybrid,51,Anxiety,Low,5,Eye Strain,5,$60K-80K,
6/8/2025,43,Male,South America,Finance,DevOps Engineer,Remote,56,Stress Disorder,High,4,Back Pain; Eye Strain; Neck Pain,5,$100K-120K,
6/8/2025,53,Female,North America,Healthcare,Project Manager,Onsite,40,Stress Disorder,Medium,4,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K,
6/8/2025,41,Male,Africa,Retail,UX Designer,Hybrid,56,ADHD,High,3,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K,
6/8/2025,42,Male,Europe,Education,IT Support,Onsite,55,Anxiety,Low,1,Back Pain; Shoulder Pain; Eye Strain,3,$100K-120K,
6/8/2025,22,Male,Europe,Professional Services,Operations Manager,Hybrid,58,None,High,5,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K,
6/8/2025,37,Female,Europe,Customer Service,Consultant,Remote,39,Burnout,Medium,3,Shoulder Pain,5,$40K-60K,
6/8/2025,56,Female,North America,Manufacturing,Data Analyst,Hybrid,36,None,Medium,3,Wrist Pain,3,$40K-60K,
6/8/2025,41,Female,Asia,Customer Service,Technical Writer,Hybrid,56,PTSD,Medium,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K,
6/8/2025,31,Female,Europe,Technology,Product Manager,Hybrid,53,ADHD,Low,4,Eye Strain; Neck Pain,2,$100K-120K,
6/8/2025,28,Female,Asia,Marketing,Operations Manager,Onsite,57,Burnout,Low,5,Wrist Pain,2,$120K+,
6/8/2025,45,Female,Africa,Finance,Research Scientist,Hybrid,49,Anxiety,Medium,4,Shoulder Pain,3,$80K-100K,
6/8/2025,24,Female,Africa,Technology,Financial Analyst,Onsite,63,Stress Disorder,Medium,4,None,1,$80K-100K,
6/8/2025,46,Female,Europe,Education,Customer Service Manager,Hybrid,45,None,High,3,Back Pain; Shoulder Pain; Eye Strain,5,$40K-60K,
6/8/2025,60,Male,Oceania,Education,Social Media Manager,Onsite,35,None,High,2,Back Pain; Shoulder Pain; Wrist Pain,1,$60K-80K,
